play,player,period,time,goalsFor,goalsAgainst,x,y
SHOT,8475794,1,01:18,0,0,83.0,-7.0
GOAL,8473994,1,01:32,1,0,69.0,-1.0
TAKEAWAY,8477450,1,02:43,1,0,99.0,-17.0
SHOT,8471392,1,02:52,1,0,35.0,25.0
TAKEAWAY,8480036,1,03:19,1,0,20.0,28.0
GIVEAWAY,8481641,1,05:44,1,0,73.0,-5.0
TAKEAWAY,8476889,1,12:07,1,0,17.0,-42.0
TAKEAWAY,8473994,1,12:44,1,0,-5.0,-30.0
SHOT,8476166,1,12:47,1,0,69.0,0.0
SHOT,8475794,1,14:46,1,0,-1.0,27.0
TAKEAWAY,8477450,1,16:35,1,1,14.0,39.0
SHOT,8471392,1,18:12,1,1,40.0,-10.0
SHOT,8481641,1,18:54,1,1,72.0,1.0
SHOT,8471699,2,02:18,1,1,-81.0,-8.0
GIVEAWAY,8480036,2,03:04,1,2,-85.0,38.0
SHOT,8470794,2,03:35,1,2,-7.0,-23.0
TAKEAWAY,8471284,2,04:04,1,2,-51.0,38.0
SHOT,8471228,2,04:22,1,2,71.0,4.0
SHOT,8477406,2,04:38,1,2,84.0,-7.0
SHOT,8478449,2,06:52,1,2,61.0,7.0
SHOT,8471284,2,07:22,1,2,68.0,32.0
GIVEAWAY,8471392,2,08:13,1,2,13.0,-10.0
GIVEAWAY,8478495,2,09:45,1,2,-39.0,40.0
TAKEAWAY,8478449,2,13:09,1,2,20.0,30.0
SHOT,8478449,2,13:13,1,2,79.0,3.0
SHOT,8476166,2,14:14,1,2,38.0,-7.0
GIVEAWAY,8478495,2,15:27,1,2,67.0,-26.0
SHOT,8475794,2,16:11,1,2,-29.0,0.0
SHOT,8480036,2,18:36,1,2,52.0,-14.0
TAKEAWAY,8480036,2,18:39,1,2,36.0,42.0
SHOT,8476467,3,01:50,1,2,36.0,-28.0
GIVEAWAY,8476889,3,05:57,1,2,48.0,42.0
SHOT,8473994,3,08:14,1,2,22.0,1.0
SHOT,8471260,3,10:24,1,2,77.0,-8.0
SHOT,8471699,3,10:25,1,2,80.0,-4.0
SHOT,8475794,3,11:09,1,2,8.0,21.0
GIVEAWAY,8475794,3,11:28,1,2,50.0,26.0
GIVEAWAY,8471228,3,13:18,1,2,43.0,-39.0
SHOT,8470794,3,14:18,1,2,57.0,22.0
SHOT,8475794,3,14:42,1,2,81.0,-5.0
GIVEAWAY,8478495,3,15:44,1,2,69.0,-41.0
SHOT,8481641,3,17:19,1,2,58.0,6.0
SHOT,8473994,3,18:21,1,2,83.0,1.0
SHOT,8480036,3,18:30,1,2,51.0,1.0
SHOT,8475794,3,18:57,1,2,77.0,-28.0
GIVEAWAY,8476902,3,19:12,1,2,48.0,-40.0
